,type,geometry-type,geometry-coordinates-0,geometry-coordinates-1,properties-jaar,properties-klooster_id,properties-orde,properties-regel,properties-orde_en,properties-symbol,properties-idL,properties-ST,properties-KR,properties-TI,properties-TIE
97,Feature,Point,4.345,52.00277778,1518,D11,kartuizers,kartuizerregel,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_m_4.svg,D11,kartuizers,kartuizerregel,"Delft, Kartuizers: Bartholomeüsdal","Delft, Carthusians: Bartholomeüsdal"
98,Feature,Point,4.358584058,52.01668456,1518,D12,clarissen,regel van Clara,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_2.svg,D12,clarissen,regel van Clara,"Delft, Clarissen","Delft, Poor Clares"
99,Feature,Point,4.35792268,52.01357539,1518,D13,cellebroeders,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_1.svg,D13,cellebroeders,regel van Augustinus,"Delft, Cellebroeders","Delft, Alexians"
100,Feature,Point,6.162998606,52.2519031,1518,D14,norbertijnen,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_m_1.svg,D14,norbertijnen,regel van Augustinus,"Deventer, Norbertijnen: Bergkerk","Deventer, Premonstratensians: Bergkerk"
101,Feature,Point,6.204220852,52.23635044,1518,D15,cisterciënzerinnen,regel van Benedictus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_0.svg,D15,cisterciënzerinnen,regel van Benedictus,"Deventer, Cisterciënzerinnen: Ter Hunnepe","Deventer, Cistercian Nuns: Ter Hunnepe"
102,Feature,Point,6.15568196,52.25425203,1518,D16,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,D16,tertiarissen,derde regel van Franciscus,"Deventer, Begijnen: Oldeconvent","Deventer, Beguines: Oldeconvent"
103,Feature,Point,6.156996618,52.2543533,1518,D17,franciscanen,regel van Franciscus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_m_2.svg,D17,franciscanen,regel van Franciscus,"Deventer, Franciscanen I","Deventer, Friars Minor I"
104,Feature,Point,6.154335561,52.2551749,1518,D18,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,D18,begijnen,geen,"Deventer, Begijnen: Stappenhuis","Deventer, Begijnen: Stappenhuis"
105,Feature,Point,6.155166722,52.25532512,1518,D20,zusters des gemenen levens,geen,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_5.svg,D20,zusters des gemenen levens,geen,"Deventer, Zusters des gemenen levens: Mr. Geertshuis","Deventer, Sisters of the Common Life: Mr. Geertshuis"
106,Feature,Point,6.156388889,52.25361111,1518,D21,broeders des gemenen levens,geen,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_5.svg,D21,broeders des gemenen levens,geen,"Deventer, Broeders des gemenen levens: Heer Florenshuis","Deventer, Brethren of the Common Life: Heer Florenshuis"
107,Feature,Point,6.156365884,52.25379154,1518,D22,zusters des gemenen levens,geen,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_5.svg,D22,zusters des gemenen levens,geen,"Deventer, Zusters des gemenen levens: Lamme van Diesehuis","Deventer, Sisters of the Common Life: Lamme van Diesehuis"
108,Feature,Point,6.14306855,52.29253126,1518,D23,regularissen van Windesheim,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleW_f_1.svg,D23,regularissen van Windesheim,regel van Augustinus,"Deventer, Regularissen: Diepenveen","Deventer, Canonesses Regular: Diepenveen"
109,Feature,Point,6.156468968,52.2547138,1518,D25,zusters des gemenen levens,geen,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_5.svg,D25,zusters des gemenen levens,geen,"Deventer, Zusters des gemenen levens: Brandeshuis","Deventer, Sisters of the Common Life: Brandeshuis"
110,Feature,Point,6.153078305,52.25336611,1518,D26,zusters des gemenen levens,geen,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_5.svg,D26,zusters des gemenen levens,geen,"Deventer, Zusters des gemenen levens: Buyskenshuis","Deventer, Sisters of the Common Life: Buyskenshuis"
111,Feature,Point,6.1530852,52.25274642,1518,D27,cellebroeders,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_1.svg,D27,cellebroeders,regel van Augustinus,"Deventer, Cellebroeders","Deventer, Alexians"
112,Feature,Point,6.097906981,52.03799055,1518,D28,Duitse Orde,regel van de Duitse Orde,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_3.svg,D28,Duitse Orde,regel van de Duitse Orde,"Dieren, Duitse Orde","Dieren, Teutonic Order"
113,Feature,Point,6.135445886,52.01480483,1518,D29,Duitse Orde,regel van de Duitse Orde,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_3.svg,D29,Duitse Orde,regel van de Duitse Orde,"Doesburg, Duitse Orde","Doesburg, Teutonic Order"
114,Feature,Point,6.134253929,52.01316112,1518,D30,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,D30,tertiarissen,derde regel van Franciscus,"Doesburg, Tertiarissen: Grote Convent","Doesburg, Tertiaries: Grote Convent"
115,Feature,Point,6.136033291,52.01628449,1518,D31,broeders des gemenen levens,geen,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_5.svg,D31,broeders des gemenen levens,geen,"Doesburg, Broeders des gemenen levens: Sint-Gregoriushuis","Doesburg, Brethren of the Common Life: Gregoriushuis"
116,Feature,Point,6.135204091,52.01642195,1518,D32,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,D32,tertiarissen,derde regel van Franciscus,"Doesburg, Tertiarissen: Kleine Convent","Doesburg, Tertiaries: Kleine Convent"
117,Feature,Point,6.342950713,51.94470647,1518,D33,regulieren,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_1.svg,D33,regulieren,regel van Augustinus,"Doetinchem, Regulieren: Bethlehem","Doetinchem, Canons Regular : Bethlehem"
118,Feature,Point,6.289166667,51.9775,1518,D34,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,D34,regularissen,regel van Augustinus,"Doetinchem, Regularissen: Antonius en Agnes","Doetinchem, Canonesses Regular : Antonius en Agnes"
119,Feature,Point,5.998104456,53.32711609,1518,D35,norbertijnen en norbertinessen,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_d_1.svg,D35,norbertijnen en norbertinessen,regel van Augustinus,"Dokkum, Norbertijner dubbelklooster: Bonifatius","Dokkum, Premonstratensian Canons and Canonesses: Bonifatius"
120,Feature,Point,3.485435956,51.53847831,1518,D36,johannieter dubbelklooster,johannieterregel,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_d_3.svg,D36,johannieter dubbelklooster,johannieterregel,"Domburg, Johannieter broeders en zusters","Domburg, Hospitaller Knights and Nuns"
121,Feature,Point,5.437373823,51.35235848,1518,D37,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,D37,tertiarissen,derde regel van Franciscus,"Dommelen, Tertiarissen: Agnietendaal","Dommelen, Tertiaries: Agnietendaal"
122,Feature,Point,4.665966948,51.81415896,1518,D38,observante franciscanen,regel van Franciscus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_2.svg,D38,observante franciscanen,regel van Franciscus,"Dordrecht, Franciscanen","Dordrecht, Friars Minor"
123,Feature,Point,4.667552884,51.81253769,1518,D39,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,D39,begijnen,geen,"Dordrecht, Begijnhof","Dordrecht, Beguinage"
124,Feature,Point,4.669461586,51.81559641,1518,D40,augustijner eremieten,regel van Augustinus,r,http://geoplaza.vu.nl/projects/kloosters/svg/rectV_m_1.svg,D40,augustijner eremieten,regel van Augustinus,"Dordrecht, Augustijner eremieten","Dordrecht, Austin Friars"
125,Feature,Point,4.672098365,51.81442998,1518,D41,regularissen van Windesheim,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleW_f_1.svg,D41,regularissen van Windesheim,regel van Augustinus,"Dordrecht, Regularissen: Agnes","Dordrecht, Canonesses Regular: Agnes"
126,Feature,Point,4.671075776,51.81703539,1518,D42,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,D42,tertiarissen,derde regel van Franciscus,"Dordrecht, Tertiarissen: Mariënborn","Dordrecht, Tertiaries: Mariënborn"
127,Feature,Point,4.66558212,51.81280421,1518,D44,cellezusters,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_f_1.svg,D44,cellezusters,regel van Augustinus,"Dordrecht, Cellezusters: Bethlehem","Dordrecht, Alexian Sisters: Bethlehem"
128,Feature,Point,4.659888166,51.81289619,1518,D45,cellebroeders,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_1.svg,D45,cellebroeders,regel van Augustinus,"Dordrecht, Cellebroeders","Dordrecht, Alexians"
129,Feature,Point,4.670535754,51.81441863,1518,D46,clarissen,regel van Clara,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_2.svg,D46,clarissen,regel van Clara,"Dordrecht, Clarissen: Jeruzalem","Dordrecht, Poor Clares: Jerusalem"
130,Feature,Point,5.32655176,51.77503851,1518,D49,regularissen van Venlo,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleV_f_1.svg,D49,regularissen van Venlo,regel van Augustinus,"Driel, Regularissen: Sint-Annentroon","Driel, Canonesses Regular: Sint-Annentroon"
131,Feature,Point,4.356742053,52.01123382,1518,D50,hospitaalzusters*,geen,s,http://geoplaza.vu.nl/projects/kloosters/svg/starSix_f_5.svg,D50,hospitaalzusters,geen,"Delft, Gasthuiszusters H. Geest","Delft, Hospital Sisters: Heilige Geest"
132,Feature,Point,4.358897554,52.01385108,1518,D51,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,D51,regularissen,regel van Augustinus,"Delft, Zusters: regularissen Maria Magdalena","Delft, Canonesses Regular Maria Magdalena"
133,Feature,Point,5.867334893,51.10508861,1518,E01,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,E01,tertiarissen,derde regel van Franciscus,"Echt, Tertiarissen","Echt, Tertiaries"
134,Feature,Point,5.900738585,51.11910573,1518,E03,tertianen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_2.svg,E03,tertianen,derde regel van Franciscus,"Echt, Begarden: Joost","Echt, Beghards: Sint- Joost"
135,Feature,Point,5.0475,52.51444444,1518,E04,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,E04,tertiarissen,derde regel van Franciscus,"Edam, Tertiarissen: Maria Magdalena","Edam, Tertiaries: Maria Magdalena"
136,Feature,Point,4.660211684,52.59629458,1518,E05,benedictijnen,regel van Benedictus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_m_0.svg,E05,benedictijnen,regel van Benedictus,"Egmond, Benedictijnen: Adelbert","Egmond, Benedictine Abbey: Adelbert"
137,Feature,Point,5.480334824,51.43582065,1518,E06,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,E06,begijnen,geen,"Eindhoven, Begijnhof","Eindhoven, Beguinage"
138,Feature,Point,5.83631375,52.4480657,1518,E07,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,E07,begijnen,geen,"Elburg, Begijnhuis","Elburg, House of Beguines"
139,Feature,Point,5.835568005,52.44761982,1518,E08,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,E08,tertiarissen,derde regel van Franciscus,"Elburg, Tertiarissen: Agnes","Elburg, Tertiaries: Agnes"
140,Feature,Point,3.851759609,51.73169312,1518,E09,cisterciënzerinnen,regel van Benedictus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_0.svg,E09,cisterciënzerinnen,regel van Benedictus,"Elkerzee, Cisterciënzerinnen: Bethlehem","Elkerzee, Cistercian Nuns: Bethlehem"
141,Feature,Point,5.812705398,51.9081601,1518,E10,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,E10,tertiarissen,derde regel van Franciscus,"Elst, Tertiarissen: Eimeren","Elst, Tertiaries: Eimeren"
142,Feature,Point,5.288257559,52.70331718,1518,E11,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,E11,tertiarissen,derde regel van Franciscus,"Enkhuizen, Tertiarissen: Ursula","Enkhuizen, Tertiaries: Ursula"
143,Feature,Point,5.285842073,52.70379594,1518,E12,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,E12,tertiarissen,derde regel van Franciscus,"Enkhuizen, Tertiarissen: Caecilia","Enkhuizen, Tertiaries: Caecilia"
144,Feature,Point,5.287867414,52.70353292,1518,E13,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,E13,tertiarissen,derde regel van Franciscus,"Enkhuizen, Tertiarissen: Clara","Enkhuizen, Tertiaries: Clara"
145,Feature,Point,5.591646398,52.31659124,1518,E15,johannieters,johannieterregel,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_3.svg,E15,johannieters,johannieterregel,"Ermelo, Johannieters: 's-Heerenloo","Ermelo, Knights Hospitaller: 's-Heerenloo"
146,Feature,Point,4.636273852,51.56963345,1518,E16,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,E16,begijnen,geen,"Etten, Begijnhof","Etten, Beguinage"
147,Feature,Point,5.293049934,52.70280519,1518,E18,augustijner eremieten,regel van Augustinus,r,http://geoplaza.vu.nl/projects/kloosters/svg/rectV_m_1.svg,E18,augustijner eremieten,regel van Augustinus,"Enkhuizen, Augustijner eremieten","Enkhuizen, Austin Friars"
148,Feature,Point,5.834895888,53.31925521,1518,F01,benedictijnen en benedictinessen,regel van Benedictus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_d_0.svg,F01,benedictijnen en benedictinessen,regel van Benedictus,"Ferwerd, Benedictijner dubbelklooster: Bethanië","Ferwerd, Benedictine Monks and Nuns: Bethanië"
149,Feature,Point,5.539150706,53.18576147,1518,F03,kruisheren,regel van Augustinus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_1.svg,F03,kruisheren,regel van Augustinus,"Franeker, Kruisheren","Franeker, Croziers"
150,Feature,Point,6.46005801,53.25641541,1518,F04,cisterciënzers,regel van Benedictus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_0.svg,F04,cisterciënzers,regel van Benedictus,"Franssum, Cisterciënzers: Aduard","Franssum, Cistercians: Aduard"
151,Feature,Point,4.857131605,51.70014518,1518,G02,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,G02,tertiarissen,derde regel van Franciscus,"Geertruidenberg, Tertiarissen: Catharinadal","Geertruidenberg, Tertiaries: Catharinadal"
152,Feature,Point,5.076388889,52.01611111,1518,G03,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,G03,regularissen,regel van Augustinus,"Gein, Regularissen: OLV","Gein, Canonesses Regular: Maria"
153,Feature,Point,5.681233044,51.55405808,1518,G05,Duitse Orde,regel van de Duitse Orde,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_3.svg,G05,Duitse Orde,regel van de Duitse Orde,"Gemert, Duitse Orde","Gemert, Teutonic Order"
154,Feature,Point,3.887290155,51.50502153,1518,G07,kruisheren,regel van Augustinus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_1.svg,G07,kruisheren,regel van Augustinus,"Goes, Kruisheren","Goes, Croziers"
155,Feature,Point,3.889327356,51.5026634,1518,G08,cellezusters,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_f_1.svg,G08,cellezusters,regel van Augustinus,"Goes, Cellezusters: Agnes","Goes, Alexian Sisters: Agnes"
156,Feature,Point,3.892969651,51.50112863,1518,G09,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,G09,begijnen,geen,"Goes, Begijnhof: Anna","Goes, Beguinage: Anna"
157,Feature,Point,4.972984611,51.82890126,1518,G10,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,G10,tertiarissen,derde regel van Franciscus,"Gorinchem, Tertiarissen: Agnes","Gorinchem, Tertiaries: Agnes"
158,Feature,Point,4.975069404,51.83146518,1518,G11,observante franciscanen,regel van Franciscus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_2.svg,G11,observante franciscanen,regel van Franciscus,"Gorinchem, Franciscanen","Gorinchem, Friars Minor"
159,Feature,Point,4.973324308,51.83181213,1518,G12,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,G12,regularissen,regel van Augustinus,"Gorinchem, Regularissen: Maria Magdalena","Gorinchem, Canonesses Regular: Maria Magdalena"
160,Feature,Point,4.7134068,52.01038841,1518,G13,regularissen van Sion,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleS_f_1.svg,G13,regularissen van Sion,regel van Augustinus,"Gouda, Regularissen: Margaretha","Gouda, Canonesses Regular: Margaretha"
161,Feature,Point,4.714159784,52.01041831,1518,G14,cellebroeders,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_1.svg,G14,cellebroeders,regel van Augustinus,"Gouda, Cellebroeders: Emmaüs","Gouda, Alexians: Emmaüs"
162,Feature,Point,4.704860284,52.01099462,1518,G15,regularissen van Sion,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleS_f_1.svg,G15,regularissen van Sion,regel van Augustinus,"Gouda, Regularissen: Maria op de Gouwe","Gouda, Canonesses Regular: Maria op de Gouwe"
163,Feature,Point,4.714396857,52.00782767,1518,G16,observante franciscanen,regel van Franciscus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_2.svg,G16,observante franciscanen,regel van Franciscus,"Gouda, Franciscanen II","Gouda, Friars Minor II"
164,Feature,Point,4.714080706,52.0111868,1518,G17,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,G17,tertiarissen,derde regel van Franciscus,"Gouda, Tertiarissen: Catharina","Gouda, Tertiaries: Catharina"
165,Feature,Point,4.713454572,52.01089244,1518,G18,broeders des gemenen levens,geen,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_5.svg,G18,broeders des gemenen levens,geen,"Gouda, Broeders des gemenen levens: Collatiebroeders","Gouda, Brethren of the Common Life: Collatiebroeders"
166,Feature,Point,4.71073473,52.01406781,1518,G19,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,G19,regularissen,regel van Augustinus,"Gouda, Regularissen: Maria Magdalena","Gouda, Canonesses Regular: Maria Magdalena"
167,Feature,Point,4.711029526,52.01300887,1518,G20,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,G20,regularissen,regel van Augustinus,"Gouda, Regularissen: Agnes","Gouda, Canonesses Regular: Agnes"
168,Feature,Point,4.707810026,52.01290707,1518,G21,clarissen,regel van Clara,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_2.svg,G21,clarissen,regel van Clara,"Gouda, Clarissen: Clara","Gouda, Poor Clares: Clara"
169,Feature,Point,4.708089055,52.00786234,1518,G22,birgitten en birgittinessen,regel van Augustinus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleDown_d_1.svg,G22,birgitten en birgittinessen,regel van Augustinus,"Gouda, Birgitten en birgittinessen: Mariënsterre","Gouda, Bridgettine double monastery: Mariënsterre"
170,Feature,Point,5.740109895,51.75997926,1518,G23,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,G23,begijnen,geen,"Grave, Begijnhof","Grave, Beguinage"
171,Feature,Point,5.73930405,51.76021249,1518,G24,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,G24,tertiarissen,derde regel van Franciscus,"Grave, Tertiarissen: Mariagraf","Grave, Tertiaries: Mariagraf"
172,Feature,Point,4.309612337,52.0818532,1518,G25,dominicanen,regel van Augustinus,d,http://geoplaza.vu.nl/projects/kloosters/svg/diamond_m_1.svg,G25,dominicanen,regel van Augustinus,"'s-Gravenhage, Dominicanen","'s-Gravenhage (The Hague), Dominicans"
173,Feature,Point,4.308818786,52.07586264,1518,G26,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,G26,tertiarissen,derde regel van Franciscus,"'s-Gravenhage, Tertiarissen: Elisabeth","'s-Gravenhage (The Hague), Tertiaries: Elisabeth"
174,Feature,Point,4.305077132,52.07743131,1518,G27,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,G27,regularissen,regel van Augustinus,"'s-Gravenhage, Regularissen: Agnes","'s-Gravenhage (The Hague), Canonesses Regular: Agnes"
175,Feature,Point,4.316344434,52.07843255,1518,G28,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,G28,tertiarissen,derde regel van Franciscus,"'s-Gravenhage, Tertiarissen: Maria","'s-Gravenhage (The Hague), Tertiaries: Our Lady"
176,Feature,Point,4.303673678,52.0761656,1518,G29,norbertinessen,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_f_1.svg,G29,norbertinessen,regel van Augustinus,"'s-Gravenhage, Norbertinessen: Barbara","'s-Gravenhage (The Hague), Premonstratensian Canonesses: Barbara"
177,Feature,Point,4.161666667,52.00444444,1518,G30,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,G30,begijnen,geen,"'s-Gravenzande, Begijnhof","'s-Gravenzande, Beguinage"
178,Feature,Point,4.162222222,52.00444444,1518,G31,regulieren van Sion,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleS_m_1.svg,G31,regulieren van Sion,regel van Augustinus,"'s-Gravenzande, Regulieren: Bethanië","'s-Gravenzande, Canons Regular: Bethanië"
179,Feature,Point,6.614942666,52.04139022,1518,G32,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,G32,begijnen,geen,"Groenlo, Begijnen: Oude of Willekensconvent","Groenlo, Beguines: Oude or Willekensconvent"
180,Feature,Point,6.614417501,52.04328435,1518,G33,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,G33,regularissen,regel van Augustinus,"Groenlo, Regularissen: Engelhuizen","Groenlo, Canons Regular: Engelhuizen"
181,Feature,Point,6.54620586,53.2465581,1518,G34,benedictijnen en benedictinessen,regel van Benedictus,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_d_0.svg,G34,benedictijnen en benedictinessen,regel van Benedictus,"Groningen, Benedictijner dubbelklooster: Selwerd","Groningen, Benedictine Monks and Nuns: Selwerd"
182,Feature,Point,6.562524385,53.21925448,1518,G37,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,G37,tertiarissen,derde regel van Franciscus,"Groningen, Tertiarissen: Vrouw Menoldaconvent","Groningen, Tertiaries: Vrouw Menoldaconvent"
183,Feature,Point,6.563342243,53.21955361,1518,G38,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,G38,tertiarissen,derde regel van Franciscus,"Groningen, Tertiarissen: Vrouw Sywenconvent","Groningen, Tertiaries: Vrouw Sywenconvent"
184,Feature,Point,6.566560492,53.22051428,1518,G39,dominicanen,regel van Augustinus,d,http://geoplaza.vu.nl/projects/kloosters/svg/diamond_m_1.svg,G39,dominicanen,regel van Augustinus,"Groningen, Dominicanen: Petrus en Paulus","Groningen, Dominicans: Petrus en Paulus"
185,Feature,Point,6.565521421,53.21969391,1518,G41,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,G41,tertiarissen,derde regel van Franciscus,"Groningen, Tertiarissen: Oldeconvent","Groningen, Tertiaries : Old Convent"
186,Feature,Point,6.568580359,53.22084646,1518,G42,broeders des gemenen levens,geen,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_5.svg,G42,broeders des gemenen levens,geen,"Groningen, Broeders des gemenen levens: Mattheüshuis","Groningen, Brethren of the Common Life: Mattheüshuis"
187,Feature,Point,6.555512533,53.19197367,1518,G43,zusters,geen,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_f_5.svg,G43,zusters,geen,"Groningen, Tertiarissen: Maria op die Hoorn","Groningen, Tertiaries: Maria op die Hoorn"
188,Feature,Point,6.566894901,53.21581025,1518,G45,tertianen en tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_d_2.svg,G45,tertianen en tertiarissen,derde regel van Franciscus,"Groningen, H. Geest Gasthuis","Groningen, Heilige Geestgasthuis"
189,Feature,Point,5.222599436,52.69743489,1518,G46,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,G46,tertiarissen,derde regel van Franciscus,"Grootebroek, Tertiarissen: Elisabeth","Grootebroek, Tertiaries: Elisabeth"
190,Feature,Point,6.56302859,53.2186726,1518,G48,observante franciscanen,regel van Franciscus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_2.svg,G48,observante franciscanen,regel van Franciscus,"Groningen, Franciscanen II","Groningen, Friars Minor II"
191,Feature,Point,4.635704326,52.3806143,1518,H02,karmelieten,regel van de karmelieten,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_4.svg,H02,karmelieten,regel van de karmelieten,"Haarlem, Karmelieten","Haarlem, Carmelites"
192,Feature,Point,4.63896026,52.38230555,1518,H03,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,H03,begijnen,geen,"Haarlem, Begijnhof","Haarlem, Beguinage"
193,Feature,Point,4.634155536,52.38119495,1518,H04,dominicanen,regel van Augustinus,d,http://geoplaza.vu.nl/projects/kloosters/svg/diamond_m_1.svg,H04,dominicanen,regel van Augustinus,"Haarlem, Dominicanen","Haarlem, Dominicans"
194,Feature,Point,4.637846102,52.38288694,1518,H06,johannieters,johannieterregel,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_3.svg,H06,johannieters,johannieterregel,"Haarlem, Johannieters","Haarlem, Knights Hospitaller"
195,Feature,Point,4.631571953,52.38226056,1518,H07,regularissen van Sion,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleS_f_1.svg,H07,regularissen van Sion,regel van Augustinus,"Haarlem, Regularissen: Maria ten Zijl","Haarlem, Canonesses Regular: Maria ten Zijl"
